STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Pays,SER,Série,TIME_PERIOD,Année,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CZE,Tchéquie,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,90,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CZE,Tchéquie,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,6849482504,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CZE,Tchéquie,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,782848694,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DNK,Danemark,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,2354109,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DNK,Danemark,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,1060779,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DNK,Danemark,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,357354,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DNK,Danemark,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,8145954207,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DNK,Danemark,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1680514706,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,1763000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,550000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FIN,Finlande,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,23000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,28737589,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,19028000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,10910000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,70569863014,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,FRA,France,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,8410958904,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,36867000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,53433050,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,17900000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,87534246575,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,DEU,Allemagne,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,9726027397,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,5301469,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,11471385,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,26875,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,11797260274,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GRC,Grèce,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1773972603,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,3298623,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,6886586,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,2124000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,5778946305,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,HUN,Hongrie,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,668895801,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,147663,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,135157,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,578599762,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISL,Islande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,116097634,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,1741396,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,3707887,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,6214211542,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,IRL,Irlande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,627319556,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,22850079,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,80604390,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,63208219178,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ITA,Italie,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,9812328767,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,51232022,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,2109366,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,21944829,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,129989808917,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,JPN,Japon,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,18486794055,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,KOR,Corée,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,23130253,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,KOR,Corée,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,871624,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,KOR,Corée,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,14764187,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,KOR,Corée,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,48869857736,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,KOR,Corée,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,6996427265,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,LUX,Luxembourg,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,254400,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,LUX,Luxembourg,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,310000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,LUX,Luxembourg,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,675616438,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,LUX,Luxembourg,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,109452055,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,MEX,Mexique,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,19997941,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,MEX,Mexique,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,61360877,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,MEX,Mexique,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,29093714102,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,MEX,Mexique,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,3272417644,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NLD,Pays-Bas,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,6165720,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NLD,Pays-Bas,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,8171000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NLD,Pays-Bas,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,18409805479,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NLD,Pays-Bas,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,3754330077,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NZL,Nouvelle-Zélande,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,1854000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NZL,Nouvelle-Zélande,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,2877540,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NZL,Nouvelle-Zélande,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,70000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NZL,Nouvelle-Zélande,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,3602941176,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NZL,Nouvelle-Zélande,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,786764706,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,1509887,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,1406161,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,458833,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,887371,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,5336348123,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,NOR,Norvège,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,682593857,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,POL,Pologne,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,10299766,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,POL,Pologne,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,26684062,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,POL,Pologne,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,15152770770,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,POL,Pologne,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,3112956524,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,3231455,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,10341344,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,14570,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,1479313,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,10632547945,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,PRT,Portugal,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1670271246,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SVK,République slovaque,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,1150763,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SVK,République slovaque,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,3096881,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SVK,République slovaque,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,24158,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SVK,République slovaque,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,2532066459,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SVK,République slovaque,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,530112592,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ESP,Espagne,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,20192505,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ESP,Espagne,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,20764615,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ESP,Espagne,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,375580,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ESP,Espagne,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,60567345110,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ESP,Espagne,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,7884184030,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,4785328,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,4496329,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,616693,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,2231589,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,7337486656,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,SWE,Suède,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1582544379,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHE,Suisse,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,3698132,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHE,Suisse,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,3558653,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHE,Suisse,TEL-VOIP-SUB,Total Internet Protocol (IP) telephone subscriptions,2007,,369342,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHE,Suisse,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,14315856667,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHE,Suisse,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1992272500,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,TUR,Türkiye,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,18216271,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,TUR,Türkiye,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,50237153,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,TUR,Türkiye,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,1140534,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,TUR,Türkiye,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,14828317524,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,TUR,Türkiye,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1906685525,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GBR,Royaume-Uni,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,30575292,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GBR,Royaume-Uni,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,47466048,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GBR,Royaume-Uni,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,82921186821,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,GBR,Royaume-Uni,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,18933938191,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,USA,États-Unis,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,151174614,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,USA,États-Unis,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,44710000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,USA,États-Unis,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,64881050,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,USA,États-Unis,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,491123000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,USA,États-Unis,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,79717000000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHL,Chili,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,3459611,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHL,Chili,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,10432036,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHL,Chili,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,1241346,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,CHL,Chili,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,1393314924,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,COL,Colombie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,7853786,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,COL,Colombie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,28630384,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,EST,Estonie,TEL-CATV-SUB,Nombre d’abonnés à la télévision par câble,2007,,277700,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,COL,Colombie,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,9503004874,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,EST,Estonie,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,398235,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,EST,Estonie,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,700000,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,EST,Estonie,TEL-REV-USD,Total des recettes des télécommunications USD,2007,,15872191781,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,EST,Estonie,TEL-INV-USD,Investissements totaux dans les télécommunications (pour lignes fixes et réseau mobile cellulaire) USD,2007,,129698345,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISR,Israël,TEL-ACC-LINE,Total des lignes d'accès téléphoniques,2007,,2458948,,A,,,,,,,
DATAFLOW,OECD:DF_TEL(1.0),Statistiques sur les télécommunications,I,ISR,Israël,TEL-MOB-PP,Abonnements au téléphone cellulaire mobile utilisant des cartes prépayés,2007,,2274144,,A,,,,,,,
